feature,mean_abs_shap
onehot__ps_car_07_cat_0,0.03136755267366749
onehot__ps_car_07_cat_1,0.026336453873238738
onehot__ps_ind_02_cat_4,0.016196079372677277
onehot__ps_ind_02_cat_1,0.01559295577215361
onehot__ps_ind_02_cat_3,0.015354318828807837
onehot__ps_ind_05_cat_4,0.014653044242279784
onehot__ps_ind_05_cat_0,0.014577457189894295
onehot__ps_ind_02_cat_2,0.012801761428166239
numeric__ps_reg_02,0.011883640600768542
onehot__ps_ind_04_cat_0,0.0116994073601901
onehot__ps_ind_05_cat_6,0.0110681822256958
onehot__ps_ind_04_cat_1,0.01074566200194099
onehot__ps_ind_05_cat_5,0.010394179302684187
numeric__ps_ind_17_bin,0.00982560884244454
numeric__ps_ind_07_bin,0.007974803690328082
onehot__ps_ind_05_cat_3,0.007560608464048979
onehot__ps_ind_05_cat_1,0.007467264154443306
onehot__ps_car_04_cat_2,0.006353010313416859
onehot__ps_ind_05_cat_2,0.006276652879023243
onehot__ps_car_04_cat_3,0.006150620456259901
numeric__ps_car_15,0.005927954166814952
numeric__ps_ind_03,0.005498326137641659
onehot__ps_car_04_cat_7,0.005351398476733246
numeric__ps_ind_01,0.005177453651847828
onehot__ps_car_04_cat_4,0.005006090918728939
numeric__ps_calc_01,0.004980398303786815
numeric__ps_ind_06_bin,0.004933307143932632
onehot__ps_car_01_cat_10,0.0047214242767371385
onehot__ps_car_01_cat_8,0.004693185781197284
onehot__ps_car_04_cat_8,0.004591549880054837
numeric__ps_calc_02,0.004567208094524522
onehot__ps_car_01_cat_7,0.004481637046257265
numeric__ps_reg_03,0.004340544726402549
numeric__ps_ind_15,0.0042570333542511956
numeric__ps_reg_01,0.004194578468527478
onehot__ps_car_04_cat_6,0.004187617774747381
numeric__ps_car_13,0.003700710958288845
onehot__ps_car_01_cat_4,0.0035663627623720297
onehot__ps_car_04_cat_5,0.0034218406229646224
onehot__ps_car_04_cat_0,0.0032545295769233224
onehot__ps_car_07_cat_-1,0.003155000337755016
numeric__ps_car_12,0.003078560741774293
numeric__ps_ind_16_bin,0.002873213672638731
numeric__ps_calc_16_bin,0.002591974843029971
onehot__ps_car_04_cat_1,0.002399991703001312
onehot__ps_car_01_cat_0,0.0023440888498794856
onehot__ps_car_01_cat_9,0.002328299069113318
onehot__ps_car_01_cat_5,0.002256024689141041
onehot__ps_car_01_cat_3,0.002224767766525592
onehot__ps_car_01_cat_1,0.0021635082353295442
onehot__ps_car_01_cat_11,0.0020388563658875996
onehot__ps_car_04_cat_9,0.0019449467283485056
onehot__ps_car_01_cat_6,0.0019290901421562898
numeric__ps_calc_15_bin,0.0019050270139644452
onehot__ps_car_01_cat_-1,0.001865146066154629
onehot__ps_car_01_cat_2,0.0010004455309473037
onehot__ps_ind_05_cat_-1,0.0008740322246020985
onehot__ps_ind_04_cat_-1,0.0005011166625316161
onehot__ps_ind_02_cat_-1,0.00042926642460271164
